"","suburb","breed","n","latitude","longitude"
"434","Anstead","Cocker Spaniel",6,-27.5411939,152.8623716
"435","Anstead","Dachshund",7,-27.5411939,152.8623716
"436","Anstead","Dobermann",1,-27.5411939,152.8623716
"437","Anstead","Dogue de Bordeaux",2,-27.5411939,152.8623716
"438","Anstead","Fox Terrier",3,-27.5411939,152.8623716
"439","Anstead","French Bulldog",1,-27.5411939,152.8623716
"440","Anstead","German Shepherd Dog",13,-27.5411939,152.8623716
"441","Anstead","German Shorthaired Pointer",3,-27.5411939,152.8623716
"442","Anstead","Golden Retriever",11,-27.5411939,152.8623716
"443","Anstead","Great Dane",2,-27.5411939,152.8623716
"444","Anstead","Greyhound",3,-27.5411939,152.8623716
"445","Anstead","Havanese",2,-27.5411939,152.8623716
"446","Anstead","Hungarian Vizsla",4,-27.5411939,152.8623716
"447","Anstead","Jack Russell Terrier",16,-27.5411939,152.8623716
"448","Anstead","Labrador Retriever",34,-27.5411939,152.8623716
"449","Anstead","Lagotto Romagnolo",2,-27.5411939,152.8623716
"450","Anstead","Maltese",6,-27.5411939,152.8623716
"451","Anstead","Maremma Sheepdog",2,-27.5411939,152.8623716
"452","Anstead","Mastiff",1,-27.5411939,152.8623716
"453","Anstead","Old English Sheepdog",1,-27.5411939,152.8623716
"454","Anstead","Papillon",1,-27.5411939,152.8623716
"455","Anstead","Pekingese",1,-27.5411939,152.8623716
"456","Anstead","Pomeranian",1,-27.5411939,152.8623716
"457","Anstead","Poodle",10,-27.5411939,152.8623716
"458","Anstead","Poodle (Miniature)",1,-27.5411939,152.8623716
"459","Anstead","Poodle (Toy)",1,-27.5411939,152.8623716
"460","Anstead","Pug",3,-27.5411939,152.8623716
"461","Anstead","Puli",1,-27.5411939,152.8623716
"462","Anstead","Rhodesian Ridgeback",5,-27.5411939,152.8623716
"463","Anstead","Rottweiler",3,-27.5411939,152.8623716
"464","Anstead","Rough Collie",1,-27.5411939,152.8623716
"465","Anstead","Schnauzer",1,-27.5411939,152.8623716
"466","Anstead","Shetland Sheepdog",1,-27.5411939,152.8623716
"467","Anstead","Shih Tzu",2,-27.5411939,152.8623716
"468","Anstead","Smooth Collie",1,-27.5411939,152.8623716
"469","Anstead","Staffordshire Bull Terrier",16,-27.5411939,152.8623716
"470","Anstead","Tenterfield Terrier",3,-27.5411939,152.8623716
"471","Anstead","Tibetan Mastiff",1,-27.5411939,152.8623716
"472","Anstead","Unknown",1,-27.5411939,152.8623716
"473","Anstead","Weimaraner",1,-27.5411939,152.8623716
"474","Anstead","Whippet",2,-27.5411939,152.8623716
"475","Anstead","White Swiss Shepherd Dog",1,-27.5411939,152.8623716
"476","Archerfield","American Staffordshire Terrier",2,-27.5670122,153.0151652
"477","Archerfield","Australian Cattle Dog",2,-27.5670122,153.0151652
"478","Archerfield","Australian Kelpie",7,-27.5670122,153.0151652
"479","Archerfield","Beagle",1,-27.5670122,153.0151652
"480","Archerfield","Border Collie",2,-27.5670122,153.0151652
"481","Archerfield","Bull Arab",1,-27.5670122,153.0151652
"482","Archerfield","Bull Terrier",1,-27.5670122,153.0151652
"483","Archerfield","Bullmastiff",1,-27.5670122,153.0151652
"484","Archerfield","Cavalier King Charles Spaniel",2,-27.5670122,153.0151652
"485","Archerfield","Chihuahua",1,-27.5670122,153.0151652
"486","Archerfield","Cocker Spaniel",2,-27.5670122,153.0151652
"487","Archerfield","Dachshund",5,-27.5670122,153.0151652
"488","Archerfield","Fox Terrier",3,-27.5670122,153.0151652
"489","Archerfield","Fox Terrier (Smooth)",1,-27.5670122,153.0151652
"490","Archerfield","German Shepherd Dog",2,-27.5670122,153.0151652
"491","Archerfield","Greyhound",1,-27.5670122,153.0151652
"492","Archerfield","Jack Russell Terrier",1,-27.5670122,153.0151652
"493","Archerfield","Labrador Retriever",4,-27.5670122,153.0151652
"494","Archerfield","Lhasa Apso",1,-27.5670122,153.0151652
"495","Archerfield","Maltese",3,-27.5670122,153.0151652
"496","Archerfield","Maremma Sheepdog",1,-27.5670122,153.0151652
"497","Archerfield","Mastiff",2,-27.5670122,153.0151652
"498","Archerfield","Medium Cross Breed",1,-27.5670122,153.0151652
"499","Archerfield","Papillon",1,-27.5670122,153.0151652
"500","Archerfield","Pekingese",1,-27.5670122,153.0151652
"501","Archerfield","Pomeranian",1,-27.5670122,153.0151652
"502","Archerfield","Rhodesian Ridgeback",1,-27.5670122,153.0151652
"503","Archerfield","Shih Tzu",4,-27.5670122,153.0151652
"504","Archerfield","Siberian Husky",3,-27.5670122,153.0151652
"505","Archerfield","Staffordshire Bull Terrier",10,-27.5670122,153.0151652
"506","Ascot","Affenpinscher",1,-27.4306893,153.0621285
"507","Ascot","Airedale Terrier",1,-27.4306893,153.0621285
"508","Ascot","American Staffordshire Terrier",9,-27.4306893,153.0621285
"509","Ascot","Australian Cattle Dog",11,-27.4306893,153.0621285
"510","Ascot","Australian Kelpie",7,-27.4306893,153.0621285
"511","Ascot","Australian Koolie",1,-27.4306893,153.0621285
"512","Ascot","Australian Silky Terrier",3,-27.4306893,153.0621285
"513","Ascot","Beagle",7,-27.4306893,153.0621285
"514","Ascot","Bedlington Terrier",1,-27.4306893,153.0621285
"515","Ascot","Belgian Shepherd",4,-27.4306893,153.0621285
"516","Ascot","Bernese Mountain Dog",2,-27.4306893,153.0621285
"517","Ascot","Bichon Frise",4,-27.4306893,153.0621285
"518","Ascot","Border Collie",19,-27.4306893,153.0621285
"519","Ascot","Boxer",6,-27.4306893,153.0621285
"520","Ascot","British Bulldog",4,-27.4306893,153.0621285
"521","Ascot","Bull Arab",3,-27.4306893,153.0621285
"522","Ascot","Bulldog",2,-27.4306893,153.0621285
"523","Ascot","Bullmastiff",1,-27.4306893,153.0621285
"524","Ascot","Cavalier King Charles Spaniel",50,-27.4306893,153.0621285
"525","Ascot","Chihuahua",7,-27.4306893,153.0621285
"526","Ascot","Chihuahua (Long Coat)",2,-27.4306893,153.0621285
"527","Ascot","Chow Chow",2,-27.4306893,153.0621285
"528","Ascot","Cocker Spaniel",24,-27.4306893,153.0621285
"529","Ascot","Collie (Rough)",1,-27.4306893,153.0621285
"530","Ascot","Coton De Tulear",1,-27.4306893,153.0621285
"531","Ascot","Dachshund",15,-27.4306893,153.0621285
"532","Ascot","Dalmatian",1,-27.4306893,153.0621285
"533","Ascot","Dobermann",2,-27.4306893,153.0621285
"534","Ascot","Fox Terrier",7,-27.4306893,153.0621285
"535","Ascot","Fox Terrier (Smooth)",4,-27.4306893,153.0621285
"536","Ascot","French Bulldog",11,-27.4306893,153.0621285
"537","Ascot","German Shepherd Dog",11,-27.4306893,153.0621285
"538","Ascot","German Shorthaired Pointer",3,-27.4306893,153.0621285
"539","Ascot","Golden Retriever",15,-27.4306893,153.0621285
"540","Ascot","Great Dane",2,-27.4306893,153.0621285
"541","Ascot","Greyhound",3,-27.4306893,153.0621285
"542","Ascot","Griffon Bruxellois",1,-27.4306893,153.0621285
"543","Ascot","Havanese",1,-27.4306893,153.0621285
"544","Ascot","Hungarian Vizsla",8,-27.4306893,153.0621285
"545","Ascot","Irish Setter",2,-27.4306893,153.0621285
"546","Ascot","Italian Greyhound",6,-27.4306893,153.0621285
"547","Ascot","Jack Russell Terrier",8,-27.4306893,153.0621285
"548","Ascot","Keeshond",1,-27.4306893,153.0621285
"549","Ascot","King Charles Spaniel",5,-27.4306893,153.0621285
"550","Ascot","Labrador Retriever",39,-27.4306893,153.0621285
"551","Ascot","Lagotto Romagnolo",4,-27.4306893,153.0621285
"552","Ascot","Lhasa Apso",8,-27.4306893,153.0621285
"553","Ascot","Maltese",49,-27.4306893,153.0621285
"554","Ascot","Manchester Terrier",1,-27.4306893,153.0621285
"555","Ascot","Papillon",2,-27.4306893,153.0621285
"556","Ascot","Pomeranian",3,-27.4306893,153.0621285
"557","Ascot","Poodle",37,-27.4306893,153.0621285
"558","Ascot","Poodle (Miniature)",5,-27.4306893,153.0621285
"559","Ascot","Poodle (Standard)",2,-27.4306893,153.0621285
"560","Ascot","Poodle (Toy)",11,-27.4306893,153.0621285
"561","Ascot","Portuguese Water Dog",2,-27.4306893,153.0621285
"562","Ascot","Pug",8,-27.4306893,153.0621285
"563","Ascot","Rhodesian Ridgeback",6,-27.4306893,153.0621285
"564","Ascot","Rottweiler",4,-27.4306893,153.0621285
"565","Ascot","Schipperke",1,-27.4306893,153.0621285
"566","Ascot","Schnauzer",14,-27.4306893,153.0621285
"567","Ascot","Schnauzer (Miniature)",10,-27.4306893,153.0621285
"568","Ascot","Shar Pei",2,-27.4306893,153.0621285
"569","Ascot","Shetland Sheepdog",2,-27.4306893,153.0621285
"570","Ascot","Shiba Inu",1,-27.4306893,153.0621285
"571","Ascot","Shih Tzu",12,-27.4306893,153.0621285
"572","Ascot","Small Cross Breed",1,-27.4306893,153.0621285
"573","Ascot","Soft Coated Wheaten Terrier",2,-27.4306893,153.0621285
"574","Ascot","Staffordshire Bull Terrier",11,-27.4306893,153.0621285
"575","Ascot","Tenterfield Terrier",1,-27.4306893,153.0621285
"576","Ascot","Tibetan Spaniel",1,-27.4306893,153.0621285
"577","Ascot","Tibetan Terrier",1,-27.4306893,153.0621285
"578","Ascot","Weimaraner",1,-27.4306893,153.0621285
"579","Ascot","Welsh Corgi",1,-27.4306893,153.0621285
"580","Ascot","Welsh Corgi (Pembroke)",3,-27.4306893,153.0621285
"581","Ascot","West Highland White Terrier",8,-27.4306893,153.0621285
"582","Ascot","Whippet",3,-27.4306893,153.0621285
"583","Ascot","White Swiss Shepherd Dog",2,-27.4306893,153.0621285
"584","Ascot","Yorkshire Terrier",2,-27.4306893,153.0621285
"585","Ashgrove","Affenpinscher",1,-27.4455875,152.9922137
"586","Ashgrove","Airedale Terrier",3,-27.4455875,152.9922137
"587","Ashgrove","Alaskan Malamute",2,-27.4455875,152.9922137
"588","Ashgrove","American Staffordshire Terrier",7,-27.4455875,152.9922137
"589","Ashgrove","Australian Cattle Dog",45,-27.4455875,152.9922137
"590","Ashgrove","Australian Kelpie",65,-27.4455875,152.9922137
"591","Ashgrove","Australian Koolie",4,-27.4455875,152.9922137
"592","Ashgrove","Australian Shepherd",5,-27.4455875,152.9922137
"593","Ashgrove","Australian Silky Terrier",8,-27.4455875,152.9922137
"594","Ashgrove","Australian Terrier",5,-27.4455875,152.9922137
"595","Ashgrove","Basenji",3,-27.4455875,152.9922137
"596","Ashgrove","Beagle",29,-27.4455875,152.9922137
"597","Ashgrove","Bearded Collie",2,-27.4455875,152.9922137
"598","Ashgrove","Belgian Shepherd",6,-27.4455875,152.9922137
"599","Ashgrove","Bernese Mountain Dog",2,-27.4455875,152.9922137
"600","Ashgrove","Bichon Frise",22,-27.4455875,152.9922137
"601","Ashgrove","Border Collie",95,-27.4455875,152.9922137
"602","Ashgrove","Border Terrier",3,-27.4455875,152.9922137
"603","Ashgrove","Boston Terrier",4,-27.4455875,152.9922137
"604","Ashgrove","Boxer",20,-27.4455875,152.9922137
"605","Ashgrove","British Bulldog",9,-27.4455875,152.9922137
"606","Ashgrove","Bull Arab",9,-27.4455875,152.9922137
"607","Ashgrove","Bull Terrier",4,-27.4455875,152.9922137
"608","Ashgrove","Bullmastiff",2,-27.4455875,152.9922137
"609","Ashgrove","Cairn Terrier",1,-27.4455875,152.9922137
"610","Ashgrove","Cavalier King Charles Spaniel",129,-27.4455875,152.9922137
"611","Ashgrove","Chihuahua",10,-27.4455875,152.9922137
"612","Ashgrove","Chihuahua (Long Coat)",3,-27.4455875,152.9922137
"613","Ashgrove","Chihuahua (Smooth Coat)",3,-27.4455875,152.9922137
"614","Ashgrove","Cocker Spaniel",67,-27.4455875,152.9922137
"615","Ashgrove","Cocker Spaniel (American)",2,-27.4455875,152.9922137
"616","Ashgrove","Collie (Smooth)",1,-27.4455875,152.9922137
"617","Ashgrove","Dachshund",40,-27.4455875,152.9922137
"618","Ashgrove","Dalmatian",9,-27.4455875,152.9922137
"619","Ashgrove","Dobermann",4,-27.4455875,152.9922137
"620","Ashgrove","Dogue de Bordeaux",1,-27.4455875,152.9922137
"621","Ashgrove","English Springer Spaniel",9,-27.4455875,152.9922137
"622","Ashgrove","English Toy Terrier",1,-27.4455875,152.9922137
"623","Ashgrove","Finnish Lapphund",1,-27.4455875,152.9922137
"624","Ashgrove","Flat Coated Retriever",3,-27.4455875,152.9922137
"625","Ashgrove","Fox Terrier",29,-27.4455875,152.9922137
"626","Ashgrove","Fox Terrier (Smooth)",2,-27.4455875,152.9922137
"627","Ashgrove","French Bulldog",13,-27.4455875,152.9922137
"628","Ashgrove","German Pinscher",1,-27.4455875,152.9922137
"629","Ashgrove","German Shepherd Dog",23,-27.4455875,152.9922137
"630","Ashgrove","German Shorthaired Pointer",9,-27.4455875,152.9922137
"631","Ashgrove","German Spitz",1,-27.4455875,152.9922137
"632","Ashgrove","German Wirehaired Pointer",1,-27.4455875,152.9922137
"633","Ashgrove","Golden Retriever",94,-27.4455875,152.9922137
"634","Ashgrove","Great Dane",15,-27.4455875,152.9922137
"635","Ashgrove","Greyhound",13,-27.4455875,152.9922137
"636","Ashgrove","Griffon Bruxellois",1,-27.4455875,152.9922137
"637","Ashgrove","Havanese",4,-27.4455875,152.9922137
"638","Ashgrove","Hungarian Vizsla",3,-27.4455875,152.9922137
"639","Ashgrove","Irish Setter",1,-27.4455875,152.9922137
"640","Ashgrove","Irish Wolfhound",1,-27.4455875,152.9922137
"641","Ashgrove","Italian Greyhound",1,-27.4455875,152.9922137
"642","Ashgrove","Jack Russell Terrier",39,-27.4455875,152.9922137
"643","Ashgrove","Keeshond",1,-27.4455875,152.9922137
"644","Ashgrove","King Charles Spaniel",15,-27.4455875,152.9922137
"645","Ashgrove","Labrador Retriever",179,-27.4455875,152.9922137
"646","Ashgrove","Lagotto Romagnolo",3,-27.4455875,152.9922137
"647","Ashgrove","Large Cross Breed",3,-27.4455875,152.9922137
"648","Ashgrove","Lhasa Apso",10,-27.4455875,152.9922137
"649","Ashgrove","Lowchen",2,-27.4455875,152.9922137
"650","Ashgrove","Maltese",77,-27.4455875,152.9922137
"651","Ashgrove","Manchester Terrier",1,-27.4455875,152.9922137
"652","Ashgrove","Maremma Sheepdog",1,-27.4455875,152.9922137
"653","Ashgrove","Mastiff",1,-27.4455875,152.9922137
"654","Ashgrove","Medium Cross Breed",3,-27.4455875,152.9922137
"655","Ashgrove","Norwich Terrier",1,-27.4455875,152.9922137
"656","Ashgrove","Old English Sheepdog",7,-27.4455875,152.9922137
"657","Ashgrove","Papillon",2,-27.4455875,152.9922137
"658","Ashgrove","Pekingese",1,-27.4455875,152.9922137
"659","Ashgrove","Pointer",5,-27.4455875,152.9922137
"660","Ashgrove","Pomeranian",8,-27.4455875,152.9922137
"661","Ashgrove","Poodle",99,-27.4455875,152.9922137
"662","Ashgrove","Poodle (Miniature)",15,-27.4455875,152.9922137
"663","Ashgrove","Poodle (Standard)",10,-27.4455875,152.9922137
"664","Ashgrove","Poodle (Toy)",19,-27.4455875,152.9922137
"665","Ashgrove","Portuguese Water Dog",5,-27.4455875,152.9922137
"666","Ashgrove","Pug",11,-27.4455875,152.9922137
"667","Ashgrove","Rhodesian Ridgeback",28,-27.4455875,152.9922137
"668","Ashgrove","Rottweiler",8,-27.4455875,152.9922137
"669","Ashgrove","Saluki",1,-27.4455875,152.9922137
"670","Ashgrove","Samoyed",3,-27.4455875,152.9922137
"671","Ashgrove","Schnauzer",38,-27.4455875,152.9922137
"672","Ashgrove","Schnauzer (Miniature)",11,-27.4455875,152.9922137
"673","Ashgrove","Scottish Terrier",3,-27.4455875,152.9922137
"674","Ashgrove","Shar Pei",6,-27.4455875,152.9922137
"675","Ashgrove","Shetland Sheepdog",2,-27.4455875,152.9922137
"676","Ashgrove","Shiba Inu",2,-27.4455875,152.9922137
"677","Ashgrove","Shih Tzu",32,-27.4455875,152.9922137
"678","Ashgrove","Siberian Husky",2,-27.4455875,152.9922137
"679","Ashgrove","Small Cross Breed",1,-27.4455875,152.9922137
"680","Ashgrove","Smooth Collie",1,-27.4455875,152.9922137
"681","Ashgrove","Soft Coated Wheaten Terrier",1,-27.4455875,152.9922137
"682","Ashgrove","Staffordshire Bull Terrier",69,-27.4455875,152.9922137
"683","Ashgrove","Tenterfield Terrier",2,-27.4455875,152.9922137
"684","Ashgrove","Tibetan Spaniel",4,-27.4455875,152.9922137
"685","Ashgrove","Unknown",4,-27.4455875,152.9922137
"686","Ashgrove","Weimaraner",4,-27.4455875,152.9922137
"687","Ashgrove","Welsh Corgi",2,-27.4455875,152.9922137
"688","Ashgrove","Welsh Corgi (Cardigan)",1,-27.4455875,152.9922137
"689","Ashgrove","Welsh Corgi (Pembroke)",4,-27.4455875,152.9922137
"690","Ashgrove","Welsh Terrier",1,-27.4455875,152.9922137
"691","Ashgrove","West Highland White Terrier",15,-27.4455875,152.9922137
"692","Ashgrove","Whippet",9,-27.4455875,152.9922137
"693","Ashgrove","Yorkshire Terrier",1,-27.4455875,152.9922137
"694","Aspley","Airedale Terrier",1,-27.3639,153.0157
"695","Aspley","Akita",1,-27.3639,153.0157
"696","Aspley","Alaskan Malamute",5,-27.3639,153.0157
"697","Aspley","American Staffordshire Terrier",29,-27.3639,153.0157
"698","Aspley","Australian Cattle Dog",44,-27.3639,153.0157
"699","Aspley","Australian Kelpie",44,-27.3639,153.0157
"700","Aspley","Australian Shepherd",4,-27.3639,153.0157
"701","Aspley","Australian Silky Terrier",13,-27.3639,153.0157
"702","Aspley","Australian Stumpy Tail Cattle Dog",1,-27.3639,153.0157
"703","Aspley","Australian Terrier",8,-27.3639,153.0157
"704","Aspley","Basenji",1,-27.3639,153.0157
"705","Aspley","Basset Hound",3,-27.3639,153.0157
"706","Aspley","Beagle",25,-27.3639,153.0157
"707","Aspley","Bearded Collie",2,-27.3639,153.0157
"708","Aspley","Bedlington Terrier",4,-27.3639,153.0157
"709","Aspley","Belgian Shepherd",1,-27.3639,153.0157
"710","Aspley","Belgian Shepherd Dog",1,-27.3639,153.0157
"711","Aspley","Bernese Mountain Dog",3,-27.3639,153.0157
"712","Aspley","Bichon Frise",11,-27.3639,153.0157
"713","Aspley","Border Collie",81,-27.3639,153.0157
"714","Aspley","Border Terrier",2,-27.3639,153.0157
"715","Aspley","Boston Terrier",2,-27.3639,153.0157
"716","Aspley","Boxer",10,-27.3639,153.0157
"717","Aspley","British Bulldog",5,-27.3639,153.0157
"718","Aspley","Brittany",1,-27.3639,153.0157
"719","Aspley","Bull Arab",18,-27.3639,153.0157
"720","Aspley","Bull Terrier",2,-27.3639,153.0157
"721","Aspley","Bulldog",4,-27.3639,153.0157
"722","Aspley","Bullmastiff",3,-27.3639,153.0157
"723","Aspley","Cairn Terrier",2,-27.3639,153.0157
"724","Aspley","Cane Corso",1,-27.3639,153.0157
"725","Aspley","Cavalier King Charles Spaniel",66,-27.3639,153.0157
"726","Aspley","Chesapeake Bay Retriever",1,-27.3639,153.0157
"727","Aspley","Chihuahua",25,-27.3639,153.0157
"728","Aspley","Chihuahua (Long Coat)",4,-27.3639,153.0157
"729","Aspley","Chihuahua (Smooth Coat)",2,-27.3639,153.0157
"730","Aspley","Chinese Crested Dog",2,-27.3639,153.0157
"731","Aspley","Chow Chow",1,-27.3639,153.0157
"732","Aspley","Cocker Spaniel",32,-27.3639,153.0157
"733","Aspley","Dachshund",41,-27.3639,153.0157
"734","Aspley","Dalmatian",4,-27.3639,153.0157
"735","Aspley","Dobermann",2,-27.3639,153.0157
"736","Aspley","Dogue de Bordeaux",2,-27.3639,153.0157
"737","Aspley","Dutch Shepherd Dog",1,-27.3639,153.0157
"738","Aspley","English Springer Spaniel",1,-27.3639,153.0157
"739","Aspley","Fox Terrier",38,-27.3639,153.0157
"740","Aspley","Fox Terrier (Smooth)",4,-27.3639,153.0157
"741","Aspley","Fox Terrier (Wire)",1,-27.3639,153.0157
"742","Aspley","French Bulldog",13,-27.3639,153.0157
"743","Aspley","German Pinscher",1,-27.3639,153.0157
"744","Aspley","German Shepherd Dog",41,-27.3639,153.0157
"745","Aspley","German Shepherd Dog (Long Stock Coat)",2,-27.3639,153.0157
"746","Aspley","German Shorthaired Pointer",1,-27.3639,153.0157
"747","Aspley","Golden Retriever",51,-27.3639,153.0157
"748","Aspley","Great Dane",12,-27.3639,153.0157
